"FlightID";"RouteCode";"Origin";"Destination";"FlightDate";"FlightDurationMins";"AircraftType";"SeatsAvailable";"Revenue";"SeatsSold";"OperationalCost"
979;"DEL-HYD";"DEL";"HYD";"2025-02-06";102;"B737";281;1248770;151;683916
980;"CCU-BLR";"CCU";"BLR";"2025-07-27";75;"A321";288;837984;172;615169
981;"CCU-HYD";"CCU";"HYD";"2025-10-10";175;"A321";185;849780;180;696407
982;"DEL-CCU";"DEL";"CCU";"2025-10-25";247;"B787";219;1151931;201;1097662
983;"MAA-BLR";"MAA";"BLR";"2025-10-03";73;"B787";225;705348;81;1415339
984;"AMD-DEL";"AMD";"DEL";"2025-08-14";222;"A320";248;1873620;180;1441578
985;"CCU-DEL";"CCU";"DEL";"2025-04-20";210;"A321";132;748220;110;530939
986;"CCU-HYD";"CCU";"HYD";"2025-08-30";294;"A321";203;1518006;141;715373
987;"MAA-CCU";"MAA";"CCU";"2025-03-04";276;"B787";279;631568;56;192425
988;"DEL-HYD";"DEL";"HYD";"2025-09-18";112;"A320";203;263620;98;1189857
989;"BLR-MAA";"BLR";"MAA";"2025-12-22";54;"A350";210;1088175;165;568288
990;"CCU-HYD";"CCU";"HYD";"2025-08-09";180;"A320";249;1241100;126;869504
991;"HYD-CCU";"HYD";"CCU";"2025-07-16";171;"A350";229;333902;73;408817
992;"CCU-MAA";"CCU";"MAA";"2025-09-04";78;"B787";209;512050;55;489289
993;"MAA-BOM";"MAA";"BOM";"2025-11-29";253;"A320";260;1958772;188;201838
994;"DEL-AMD";"DEL";"AMD";"2025-06-04";199;"A321";236;1399185;177;1125214
995;"AMD-DEL";"AMD";"DEL";"2025-04-29";205;"A350";161;478850;157;361577
996;"MAA-HYD";"MAA";"HYD";"2025-07-10";119;"B737";144;611010;90;867847
997;"HYD-CCU";"HYD";"CCU";"2025-07-30";103;"B737";151;1146392;151;1232995
998;"BOM-HYD";"BOM";"HYD";"2025-07-04";247;"A321";185;967904;149;1309022
999;"AMD-MAA";"AMD";"MAA";"2025-04-25";75;"B787";134;1188366;106;172098
1000;"MAA-HYD";"MAA";"HYD";"2025-09-01";45;"B787";271;1407846;249;819185
1001;"CCU-BOM";"CCU";"BOM";"2025-07-20";156;"A320";260;936285;241;1196477
1002;"BLR-CCU";"BLR";"CCU";"2025-12-21";146;"A321";121;569940;70;1240580
1003;"MAA-BLR";"MAA";"BLR";"2025-04-17";265;"A320";134;607552;64;391954
1004;"BLR-DEL";"BLR";"DEL";"2025-05-28";152;"A350";238;639909;97;860283
1005;"AMD-HYD";"AMD";"HYD";"2025-01-28";154;"B787";264;298944;72;733661
1006;"BOM-BLR";"BOM";"BLR";"2025-12-01";186;"A320";130;260480;64;311455
1007;"HYD-CCU";"HYD";"CCU";"2025-03-28";147;"B737";214;1138620;140;614699
1008;"DEL-AMD";"DEL";"AMD";"2025-11-20";202;"B737";266;698100;60;648071
1009;"DEL-BLR";"DEL";"BLR";"2025-10-03";149;"B737";279;449250;75;1046244
1010;"AMD-HYD";"AMD";"HYD";"2025-08-06";176;"B737";227;496440;140;1407511
1011;"DEL-HYD";"DEL";"HYD";"2025-12-13";155;"A321";238;770445;135;145035
1012;"MAA-HYD";"MAA";"HYD";"2025-10-31";226;"B787";200;377115;93;1215267
1013;"BOM-MAA";"BOM";"MAA";"2025-10-06";62;"B787";246;944238;241;846142
1014;"BOM-MAA";"BOM";"MAA";"2025-01-22";286;"B737";133;761935;97;138737
1015;"AMD-BLR";"AMD";"BLR";"2025-09-29";123;"B787";281;2024460;180;1214506
1016;"BLR-BOM";"BLR";"BOM";"2025-05-18";184;"A321";266;439831;133;368623
1017;"BLR-MAA";"BLR";"MAA";"2025-11-28";83;"B737";185;1479390;165;245563
1018;"BOM-MAA";"BOM";"MAA";"2025-09-08";127;"A321";130;869284;73;320360
1019;"HYD-MAA";"HYD";"MAA";"2025-11-14";187;"B737";219;1511190;193;708671
1020;"CCU-BOM";"CCU";"BOM";"2025-06-02";168;"B787";170;462099;121;244646
1021;"BOM-CCU";"BOM";"CCU";"2025-12-09";47;"B787";266;534992;58;140496
1022;"BLR-HYD";"BLR";"HYD";"2025-02-09";226;"A350";187;1041733;163;397512
1023;"BOM-HYD";"BOM";"HYD";"2025-02-11";259;"B787";165;365827;77;821551
1024;"MAA-BOM";"MAA";"BOM";"2025-09-20";114;"B737";243;1585160;184;943792
1025;"BOM-BLR";"BOM";"BLR";"2025-07-20";75;"A350";290;898752;192;1436484
1026;"CCU-BLR";"CCU";"BLR";"2025-05-06";90;"B787";233;1414490;154;1380300
1027;"DEL-BLR";"DEL";"BLR";"2025-12-17";255;"B787";180;1518000;165;761753
1028;"HYD-DEL";"HYD";"DEL";"2025-04-22";155;"B787";217;461160;180;838041
1029;"BLR-BOM";"BLR";"BOM";"2025-03-24";112;"A320";298;2452471;259;756892
1030;"HYD-BOM";"HYD";"BOM";"2025-06-30";195;"B787";197;718586;89;166629
1031;"MAA-HYD";"MAA";"HYD";"2025-10-14";128;"A321";179;1780968;168;706514
1032;"DEL-BLR";"DEL";"BLR";"2025-03-21";173;"A320";296;2669856;232;990282
1033;"HYD-MAA";"HYD";"MAA";"2025-11-02";211;"A320";273;747830;170;1161157
1034;"CCU-HYD";"CCU";"HYD";"2025-06-26";163;"A321";292;344890;70;1372755
1035;"DEL-BLR";"DEL";"BLR";"2025-09-07";158;"B787";266;2479360;256;930326
1036;"HYD-BLR";"HYD";"BLR";"2025-06-14";111;"A320";255;861724;211;1487461
1037;"BOM-CCU";"BOM";"CCU";"2025-06-18";158;"A320";223;670752;72;704327
1038;"MAA-CCU";"MAA";"CCU";"2025-05-22";117;"B737";128;1077144;111;1168211
1039;"CCU-BLR";"CCU";"BLR";"2025-05-23";267;"B737";297;713260;190;1479689
1040;"MAA-CCU";"MAA";"CCU";"2025-10-25";206;"A320";237;1197212;229;695296
1041;"BLR-AMD";"BLR";"AMD";"2025-05-25";47;"B737";211;991816;89;797542
1042;"BOM-MAA";"BOM";"MAA";"2025-09-23";198;"B787";154;1022385;105;535749
1043;"MAA-DEL";"MAA";"DEL";"2025-11-29";117;"A320";161;742476;84;1096135
1044;"CCU-MAA";"CCU";"MAA";"2025-04-10";137;"B737";292;2089902;282;747736
1045;"BLR-CCU";"BLR";"CCU";"2025-04-05";138;"B737";179;1343100;165;691825
1046;"CCU-DEL";"CCU";"DEL";"2025-12-25";255;"B787";184;843780;147;562888
1047;"CCU-BLR";"CCU";"BLR";"2025-07-26";220;"A320";122;414105;57;820388
1048;"BLR-AMD";"BLR";"AMD";"2025-04-13";195;"B737";149;788550;105;110775
1049;"AMD-BOM";"AMD";"BOM";"2025-12-28";60;"A320";238;690459;231;1079167
1050;"AMD-BOM";"AMD";"BOM";"2025-07-26";196;"B787";230;618156;77;203871
1051;"DEL-BLR";"DEL";"BLR";"2025-04-15";101;"B787";174;1924962;174;1098169
1052;"BLR-AMD";"BLR";"AMD";"2025-02-08";193;"B787";233;714610;115;1306757
1053;"BOM-HYD";"BOM";"HYD";"2025-09-02";156;"A320";287;1233876;148;1317526
1054;"HYD-CCU";"HYD";"CCU";"2025-10-26";212;"B787";296;1121235;255;465413
1055;"HYD-MAA";"HYD";"MAA";"2025-10-21";145;"A320";159;753141;73;1376382
1056;"HYD-CCU";"HYD";"CCU";"2025-02-17";107;"A320";278;601280;160;996437
1057;"CCU-MAA";"CCU";"MAA";"2025-09-10";214;"A350";156;1180406;134;786948
1058;"CCU-AMD";"CCU";"AMD";"2025-09-26";125;"A320";153;176928;57;1115626
1059;"MAA-BOM";"MAA";"BOM";"2025-01-06";211;"A320";131;483125;125;1431520
1060;"HYD-MAA";"HYD";"MAA";"2025-05-08";122;"A350";236;1298304;128;597823
1061;"HYD-AMD";"HYD";"AMD";"2025-08-03";47;"A321";262;1325931;151;584647
1062;"BLR-MAA";"BLR";"MAA";"2025-03-02";148;"B737";191;1990512;184;554891
1063;"HYD-DEL";"HYD";"DEL";"2025-01-14";56;"B737";237;257856;96;240952
1064;"DEL-MAA";"DEL";"MAA";"2025-10-18";240;"A350";191;582876;54;1217129
1065;"DEL-HYD";"DEL";"HYD";"2025-09-18";237;"B787";185;454752;96;658543
1066;"DEL-MAA";"DEL";"MAA";"2025-10-30";111;"A350";265;1211067;117;1494484
1067;"MAA-CCU";"MAA";"CCU";"2025-11-03";180;"A350";260;992936;119;267087
1068;"CCU-AMD";"CCU";"AMD";"2025-02-26";183;"A321";201;1097468;151;1433886
1069;"BLR-AMD";"BLR";"AMD";"2025-03-27";190;"A350";214;1064679;121;709766
1070;"MAA-BOM";"MAA";"BOM";"2025-12-19";182;"B787";161;230673;51;297974
1071;"AMD-CCU";"AMD";"CCU";"2025-09-25";183;"B737";210;2183428;199;595683
1072;"MAA-BOM";"MAA";"BOM";"2025-01-27";108;"B737";172;234608;88;1358821
1073;"HYD-CCU";"HYD";"CCU";"2025-02-27";157;"B737";176;1123056;132;908602
1074;"AMD-CCU";"AMD";"CCU";"2025-05-22";214;"A321";260;835164;132;143450
1075;"BOM-BLR";"BOM";"BLR";"2025-04-28";98;"A321";130;1095200;100;392264
1076;"CCU-BLR";"CCU";"BLR";"2025-08-28";163;"A321";264;887260;74;941207
1077;"BLR-CCU";"BLR";"CCU";"2025-12-29";220;"A350";292;1445906;229;607922
1078;"HYD-CCU";"HYD";"CCU";"2025-02-02";62;"A321";263;663572;182;878910
1079;"CCU-MAA";"CCU";"MAA";"2025-01-20";167;"A321";142;227370;65;1036700
1080;"CCU-DEL";"CCU";"DEL";"2025-05-26";79;"B737";271;237512;88;806381
1081;"CCU-BLR";"CCU";"BLR";"2025-12-28";169;"A321";191;1220832;157;983955
1082;"CCU-MAA";"CCU";"MAA";"2025-11-23";49;"A350";258;2031877;227;670345
1083;"DEL-HYD";"DEL";"HYD";"2025-11-23";261;"A320";194;506088;99;398187
1084;"AMD-BOM";"AMD";"BOM";"2025-01-18";51;"B787";198;568955;95;390592
1085;"BOM-AMD";"BOM";"AMD";"2025-11-04";277;"B737";120;947032;86;1263000
1086;"BOM-CCU";"BOM";"CCU";"2025-10-17";209;"B737";269;461400;60;1198826
1087;"MAA-AMD";"MAA";"AMD";"2025-04-14";189;"A350";267;1838246;227;233951
1088;"HYD-CCU";"HYD";"CCU";"2025-06-13";238;"A350";122;986280;120;1454884
1089;"BOM-AMD";"BOM";"AMD";"2025-10-15";295;"A350";156;1609950;150;458833
1090;"BOM-MAA";"BOM";"MAA";"2025-04-19";275;"A350";166;974378;131;1118246
1091;"DEL-CCU";"DEL";"CCU";"2025-05-29";112;"B737";200;1101120;96;1201186
1092;"BLR-AMD";"BLR";"AMD";"2025-08-31";154;"A320";125;529137;111;1214038
1093;"HYD-DEL";"HYD";"DEL";"2025-03-21";110;"A320";172;481491;51;1216281
1094;"DEL-BOM";"DEL";"BOM";"2025-12-12";274;"A320";137;234880;64;422866
1095;"CCU-DEL";"CCU";"DEL";"2025-11-19";205;"A350";150;388596;141;557052
1096;"HYD-MAA";"HYD";"MAA";"2025-12-01";136;"B737";166;1274492;116;863079
1097;"HYD-AMD";"HYD";"AMD";"2025-09-24";68;"A320";128;635936;112;1356129
1098;"BLR-DEL";"BLR";"DEL";"2025-12-24";172;"A350";235;221450;50;403855
1099;"BLR-MAA";"BLR";"MAA";"2025-12-31";60;"A350";214;521703;147;168649
1100;"HYD-DEL";"HYD";"DEL";"2025-10-13";256;"B737";210;758390;181;216667
1101;"MAA-DEL";"MAA";"DEL";"2025-11-24";212;"B737";156;472821;73;163630
1102;"HYD-MAA";"HYD";"MAA";"2025-09-27";235;"B737";275;1516612;268;916746
1103;"DEL-BLR";"DEL";"BLR";"2025-01-07";259;"A350";140;346724;61;1080835
1104;"DEL-BOM";"DEL";"BOM";"2025-07-03";102;"A350";260;598560;215;175120
1105;"AMD-BOM";"AMD";"BOM";"2025-04-08";46;"B787";158;1382600;124;1401044
1106;"BOM-AMD";"BOM";"AMD";"2025-04-26";49;"A320";145;354816;96;748610
1107;"MAA-AMD";"MAA";"AMD";"2025-08-29";197;"A321";152;807534;78;774463
1108;"MAA-DEL";"MAA";"DEL";"2025-12-19";171;"B737";276;265524;58;420518
1109;"HYD-CCU";"HYD";"CCU";"2025-05-06";299;"A321";295;479391;73;984675
1110;"BOM-BLR";"BOM";"BLR";"2025-10-30";244;"B737";202;1229846;149;710335
1111;"BLR-BOM";"BLR";"BOM";"2025-01-21";113;"B737";291;522958;74;224713
1112;"DEL-CCU";"DEL";"CCU";"2025-05-21";106;"B737";131;610280;88;139207
1113;"BOM-AMD";"BOM";"AMD";"2025-03-28";54;"B787";256;375445;119;272923
1114;"BOM-DEL";"BOM";"DEL";"2025-09-02";288;"B787";189;2002077;189;606343
1115;"BOM-MAA";"BOM";"MAA";"2025-06-19";163;"B787";212;1246421;121;794231
1116;"AMD-CCU";"AMD";"CCU";"2025-10-20";292;"B787";171;972930;123;766074
1117;"AMD-MAA";"AMD";"MAA";"2025-04-12";247;"A320";189;1611150;150;511713
1118;"AMD-BLR";"AMD";"BLR";"2025-08-18";54;"A321";138;343680;60;597561
1119;"DEL-BLR";"DEL";"BLR";"2025-04-16";153;"B787";255;740480;130;221707
1120;"BOM-HYD";"BOM";"HYD";"2025-03-27";186;"A321";170;1324180;130;1215331
1121;"CCU-HYD";"CCU";"HYD";"2025-12-29";213;"A350";216;1585188;198;576699
1122;"CCU-BOM";"CCU";"BOM";"2025-06-15";291;"A350";151;831057;111;1404588
1123;"BLR-MAA";"BLR";"MAA";"2025-07-08";139;"A350";247;548400;60;692864
1124;"AMD-BOM";"AMD";"BOM";"2025-01-26";159;"A321";254;783520;118;908139
1125;"CCU-MAA";"CCU";"MAA";"2025-01-29";80;"A350";152;633612;76;862786
1126;"HYD-MAA";"HYD";"MAA";"2025-08-12";61;"A320";285;456885;71;321304
1127;"AMD-DEL";"AMD";"DEL";"2025-08-22";182;"A320";239;1233513;207;506533
1128;"BOM-BLR";"BOM";"BLR";"2025-10-11";164;"A321";235;872460;74;1374246
1129;"HYD-AMD";"HYD";"AMD";"2025-02-25";115;"A321";138;653198;97;932107
1130;"CCU-MAA";"CCU";"MAA";"2025-09-17";97;"A350";159;532973;149;600642
1131;"BOM-DEL";"BOM";"DEL";"2025-08-16";63;"A321";209;389070;55;733603
1132;"MAA-CCU";"MAA";"CCU";"2025-05-23";170;"A321";139;541558;61;174376
1133;"HYD-CCU";"HYD";"CCU";"2025-10-14";151;"B737";120;492107;77;802718
1134;"DEL-HYD";"DEL";"HYD";"2025-09-21";112;"B737";229;2210792;206;699676
1135;"MAA-DEL";"MAA";"DEL";"2025-04-23";237;"A321";136;475834;53;780287
1136;"AMD-HYD";"AMD";"HYD";"2025-12-08";210;"B737";273;1409436;252;1465251
1137;"MAA-HYD";"MAA";"HYD";"2026-01-01";206;"B787";155;319410;126;974824
1138;"BOM-CCU";"BOM";"CCU";"2025-09-29";156;"A350";201;649344;64;997395
1139;"DEL-BLR";"DEL";"BLR";"2025-08-28";299;"A350";134;427461;111;312999
1140;"HYD-BLR";"HYD";"BLR";"2025-12-14";119;"B787";154;1178179;127;1161432
1141;"DEL-CCU";"DEL";"CCU";"2025-10-15";103;"A321";223;831072;88;189428
1142;"HYD-CCU";"HYD";"CCU";"2025-01-05";211;"A320";148;1075224;142;487984
1143;"HYD-BOM";"HYD";"BOM";"2025-04-19";158;"A321";205;903286;158;741480
1144;"MAA-DEL";"MAA";"DEL";"2025-05-20";80;"A320";299;605710;170;1352419
1145;"BLR-MAA";"BLR";"MAA";"2025-02-14";127;"A320";265;471948;67;1361321
1146;"CCU-BLR";"CCU";"BLR";"2025-09-04";103;"B737";261;1287869;187;234835
1147;"BOM-DEL";"BOM";"DEL";"2025-06-29";188;"A321";135;1136064;122;1358687
1148;"HYD-AMD";"HYD";"AMD";"2025-01-19";239;"B787";238;663872;92;374785
1149;"AMD-HYD";"AMD";"HYD";"2025-05-02";109;"A321";272;843124;97;610189
1150;"MAA-CCU";"MAA";"CCU";"2025-07-16";259;"B737";249;582123;183;1193483
1151;"DEL-HYD";"DEL";"HYD";"2025-04-19";182;"A350";248;1968720;208;885400
1152;"BLR-MAA";"BLR";"MAA";"2025-12-16";63;"A350";224;931382;163;1188711
1153;"BOM-DEL";"BOM";"DEL";"2025-01-13";263;"A321";282;597080;110;862514
1154;"CCU-DEL";"CCU";"DEL";"2025-10-13";297;"B787";137;500750;125;400909
1155;"CCU-DEL";"CCU";"DEL";"2025-02-13";234;"A320";216;1597216;152;1277164
1156;"MAA-BOM";"MAA";"BOM";"2025-01-17";260;"B787";227;376125;85;1110045
1157;"AMD-MAA";"AMD";"MAA";"2025-02-19";252;"B737";162;691824;112;258232
1158;"CCU-HYD";"CCU";"HYD";"2025-06-26";238;"B737";168;501956;91;546527
1159;"MAA-BLR";"MAA";"BLR";"2025-09-03";139;"A321";267;598808;136;1162033
1160;"AMD-HYD";"AMD";"HYD";"2025-09-01";199;"B787";228;443236;58;117174
1161;"AMD-BOM";"AMD";"BOM";"2025-06-23";208;"B737";145;558657;81;380542
1162;"BLR-HYD";"BLR";"HYD";"2025-09-18";101;"A350";253;2616072;228;557713
1163;"DEL-MAA";"DEL";"MAA";"2025-07-02";189;"B787";150;1032590;130;1415712
1164;"AMD-MAA";"AMD";"MAA";"2025-12-13";160;"B787";123;409615;79;1266314
1165;"AMD-BLR";"AMD";"BLR";"2025-03-20";100;"A321";217;528228;108;1346367
1166;"HYD-CCU";"HYD";"CCU";"2025-07-28";165;"A321";267;1406616;141;1119706
1167;"HYD-DEL";"HYD";"DEL";"2025-01-14";174;"A350";129;598740;51;420712
1168;"DEL-AMD";"DEL";"AMD";"2025-01-27";143;"B787";148;599338;82;961750
1169;"BOM-BLR";"BOM";"BLR";"2025-02-12";56;"B737";164;180363;59;1419911
1170;"DEL-BOM";"DEL";"BOM";"2025-04-09";77;"A350";250;2175320;238;781918
1171;"HYD-CCU";"HYD";"CCU";"2025-03-19";300;"A321";158;361696;89;1068352
1172;"DEL-BLR";"DEL";"BLR";"2025-07-07";158;"B787";219;1443520;130;875473
1173;"HYD-AMD";"HYD";"AMD";"2025-04-15";145;"A350";178;1294634;166;699165
1174;"BOM-BLR";"BOM";"BLR";"2025-12-14";108;"A350";240;1104150;150;581749
1175;"CCU-HYD";"CCU";"HYD";"2025-10-11";145;"B737";139;444247;71;1366422
1176;"HYD-BLR";"HYD";"BLR";"2025-01-07";49;"A320";230;1253504;128;486263
1177;"CCU-BOM";"CCU";"BOM";"2025-10-10";280;"A320";288;869200;200;789582
1178;"MAA-CCU";"MAA";"CCU";"2025-05-19";48;"A350";212;916388;118;437034
1179;"DEL-CCU";"DEL";"CCU";"2025-01-12";46;"A320";261;1125432;232;246579
1180;"BOM-AMD";"BOM";"AMD";"2025-06-25";160;"B737";214;1904580;180;577134
1181;"BOM-MAA";"BOM";"MAA";"2025-06-16";260;"A321";268;2708940;230;881807
1182;"HYD-MAA";"HYD";"MAA";"2025-10-21";189;"A320";254;231681;87;134054
1183;"AMD-HYD";"AMD";"HYD";"2025-02-10";283;"A321";291;622137;87;538998
1184;"DEL-MAA";"DEL";"MAA";"2025-08-27";173;"A350";187;355856;92;746992
1185;"CCU-DEL";"CCU";"DEL";"2025-09-15";160;"A321";278;2146104;246;1367116
1186;"DEL-AMD";"DEL";"AMD";"2025-07-13";197;"A350";233;1878552;216;269997
1187;"BLR-MAA";"BLR";"MAA";"2025-01-12";178;"A320";156;579936;84;863707
1188;"CCU-MAA";"CCU";"MAA";"2025-03-16";216;"B737";297;1141978;226;129268
1189;"BLR-DEL";"BLR";"DEL";"2025-05-16";294;"B787";130;282724;52;918017
1190;"HYD-CCU";"HYD";"CCU";"2025-03-27";178;"A350";146;878522;122;1266728
1191;"BOM-MAA";"BOM";"MAA";"2025-07-19";183;"B787";279;810075;105;963024
1192;"DEL-CCU";"DEL";"CCU";"2025-02-10";232;"A321";244;980478;201;355531
1193;"AMD-DEL";"AMD";"DEL";"2025-07-25";222;"B787";178;986296;97;270313
1194;"AMD-DEL";"AMD";"DEL";"2025-03-08";107;"B737";168;361130;55;476687
1195;"AMD-CCU";"AMD";"CCU";"2025-10-13";125;"A320";260;2669624;232;982918
1196;"HYD-AMD";"HYD";"AMD";"2025-01-18";130;"B787";176;242195;59;1095994
1197;"AMD-HYD";"AMD";"HYD";"2025-09-08";196;"B787";272;1349634;121;1439390
1198;"BLR-DEL";"BLR";"DEL";"2025-03-25";109;"A350";142;1110892;94;118810
1199;"BOM-CCU";"BOM";"CCU";"2025-10-26";129;"A321";214;1869610;185;1302664
1200;"BOM-BLR";"BOM";"BLR";"2025-09-05";222;"B737";237;821426;122;347953
1201;"CCU-HYD";"CCU";"HYD";"2025-06-06";165;"B737";149;1287726;109;1178728
1202;"AMD-BOM";"AMD";"BOM";"2025-09-06";248;"B787";201;1433195;127;1077817
1203;"BOM-CCU";"BOM";"CCU";"2025-04-01";153;"A350";201;323910;61;353401
1204;"MAA-HYD";"MAA";"HYD";"2025-08-30";56;"B737";298;1046145;291;1217698
1205;"AMD-CCU";"AMD";"CCU";"2025-09-10";187;"B737";168;432432;72;1213994
1206;"CCU-MAA";"CCU";"MAA";"2025-02-02";167;"B737";281;1605204;178;1239191
1207;"BOM-DEL";"BOM";"DEL";"2025-08-20";126;"B737";142;491376;58;130513
1208;"DEL-CCU";"DEL";"CCU";"2025-01-04";75;"B787";192;2062272;192;1410955
1209;"BLR-CCU";"BLR";"CCU";"2025-03-10";140;"A321";124;400767;79;562488
1210;"BOM-MAA";"BOM";"MAA";"2025-04-15";267;"A321";215;383136;78;359744
1211;"HYD-AMD";"HYD";"AMD";"2025-10-01";84;"A350";286;2111945;235;777220
1212;"BOM-MAA";"BOM";"MAA";"2025-02-04";265;"B737";159;630702;111;311888
1213;"BLR-CCU";"BLR";"CCU";"2025-03-11";276;"A350";147;266476;62;852637
1214;"MAA-CCU";"MAA";"CCU";"2025-03-15";192;"B787";196;1171578;114;830972
1215;"HYD-BOM";"HYD";"BOM";"2025-08-31";72;"B737";155;923109;121;509246
1216;"MAA-CCU";"MAA";"CCU";"2025-09-11";129;"B787";200;1062400;128;1183636
1217;"DEL-HYD";"DEL";"HYD";"2025-06-04";99;"A320";210;304740;90;659486
1218;"BLR-AMD";"BLR";"AMD";"2025-07-26";228;"B737";274;964008;108;880518
1219;"BLR-HYD";"BLR";"HYD";"2025-02-24";64;"B787";128;426789;99;1003150
1220;"MAA-HYD";"MAA";"HYD";"2025-09-21";253;"A350";229;958151;211;518161
1221;"BOM-BLR";"BOM";"BLR";"2025-08-14";233;"A350";251;458450;50;594840
1222;"MAA-BLR";"MAA";"BLR";"2025-08-28";81;"A350";280;398112;88;1449460
1223;"CCU-BOM";"CCU";"BOM";"2025-10-01";103;"B787";195;836550;117;1228359
1224;"DEL-HYD";"DEL";"HYD";"2025-08-21";170;"A350";252;869031;223;310428
1225;"BOM-AMD";"BOM";"AMD";"2025-07-28";224;"B737";149;328773;87;353870
1226;"HYD-CCU";"HYD";"CCU";"2025-07-19";254;"A321";282;1951530;210;716871
1227;"HYD-CCU";"HYD";"CCU";"2025-05-01";277;"A350";196;640715;127;1106719
1228;"DEL-AMD";"DEL";"AMD";"2025-10-10";52;"A321";167;929481;147;1212312
1229;"CCU-AMD";"CCU";"AMD";"2025-03-26";245;"B787";283;1378800;144;141109
1230;"HYD-BOM";"HYD";"BOM";"2025-01-16";250;"A320";204;877919;167;1250995
1231;"DEL-BLR";"DEL";"BLR";"2025-03-17";124;"A350";198;1157360;115;409128
1232;"CCU-DEL";"CCU";"DEL";"2025-06-12";112;"A350";214;1207120;158;642991
1233;"DEL-MAA";"DEL";"MAA";"2025-03-13";151;"A350";255;381378;102;1256288
1234;"BLR-BOM";"BLR";"BOM";"2025-07-04";57;"B787";203;1087830;102;1334575
1235;"BOM-DEL";"BOM";"DEL";"2025-01-10";186;"B737";252;1714462;179;1150654
1236;"MAA-BOM";"MAA";"BOM";"2025-11-15";114;"A320";289;2326740;228;246134
1237;"CCU-DEL";"CCU";"DEL";"2025-06-08";150;"A321";197;145095;51;526896
1238;"BOM-HYD";"BOM";"HYD";"2025-08-27";203;"A321";251;1124500;173;1300743
1239;"HYD-BOM";"HYD";"BOM";"2025-03-21";244;"A350";278;2278760;220;586528
1240;"MAA-BOM";"MAA";"BOM";"2025-01-09";202;"B787";175;1375992;174;815547
1241;"BLR-CCU";"BLR";"CCU";"2025-05-23";138;"B737";163;761130;90;1076711
1242;"MAA-BOM";"MAA";"BOM";"2025-12-06";139;"A320";150;1119822;114;327246
1243;"CCU-BOM";"CCU";"BOM";"2025-08-18";214;"A320";271;503404;187;787719
1244;"BLR-HYD";"BLR";"HYD";"2025-12-31";247;"A320";271;2646903;241;1378994
1245;"MAA-CCU";"MAA";"CCU";"2025-02-08";225;"B787";132;269500;70;712269
1246;"HYD-DEL";"HYD";"DEL";"2025-01-16";299;"A320";238;1832168;223;1005689
1247;"BLR-MAA";"BLR";"MAA";"2025-08-24";68;"B787";141;613224;68;601834
1248;"DEL-CCU";"DEL";"CCU";"2025-05-14";260;"B787";292;1246410;198;482604
1249;"AMD-HYD";"AMD";"HYD";"2025-05-11";172;"A350";299;1081478;137;328117
1250;"AMD-DEL";"AMD";"DEL";"2025-04-18";293;"A320";173;677548;113;620778
1251;"BOM-BLR";"BOM";"BLR";"2025-02-01";120;"B737";282;1352000;169;337111
1252;"AMD-MAA";"AMD";"MAA";"2025-12-26";88;"A321";250;1339626;174;781350
1253;"AMD-BOM";"AMD";"BOM";"2025-11-16";252;"A320";291;1637166;174;401102
1254;"BLR-BOM";"BLR";"BOM";"2025-11-11";250;"A320";206;872168;136;705444
1255;"CCU-MAA";"CCU";"MAA";"2025-09-13";245;"B737";295;641495;85;289101
1256;"BLR-AMD";"BLR";"AMD";"2025-09-04";228;"B737";134;476046;53;447920
1257;"CCU-HYD";"CCU";"HYD";"2025-08-31";54;"B737";165;762944;112;843971
1258;"DEL-MAA";"DEL";"MAA";"2025-09-08";196;"B787";263;2747040;240;936657
1259;"MAA-BLR";"MAA";"BLR";"2025-03-09";293;"A350";239;2345826;202;870165
1260;"HYD-DEL";"HYD";"DEL";"2025-05-16";106;"B787";162;1766772;162;880693
1261;"CCU-MAA";"CCU";"MAA";"2025-05-02";201;"B737";121;558300;60;372909
1262;"HYD-DEL";"HYD";"DEL";"2025-02-28";274;"B787";144;760268;142;439222
1263;"AMD-CCU";"AMD";"CCU";"2025-01-05";231;"B787";216;711227;209;527889
1264;"DEL-BOM";"DEL";"BOM";"2025-05-15";281;"B787";272;2375361;261;279690
1265;"CCU-MAA";"CCU";"MAA";"2025-10-16";132;"A321";178;445230;153;291309
1266;"MAA-BLR";"MAA";"BLR";"2025-04-16";244;"B787";182;1073925;135;899493
1267;"HYD-MAA";"HYD";"MAA";"2025-12-20";69;"A320";225;1653405;139;400015
1268;"CCU-DEL";"CCU";"DEL";"2025-02-09";240;"A350";300;1668905;287;332224
1269;"BOM-DEL";"BOM";"DEL";"2025-03-15";171;"A321";272;674232;78;664457
1270;"CCU-MAA";"CCU";"MAA";"2025-07-25";125;"A321";286;348585;85;1092355
1271;"BLR-BOM";"BLR";"BOM";"2025-12-15";202;"A350";253;859474;77;987440
1272;"DEL-BOM";"DEL";"BOM";"2025-12-22";48;"A350";239;1109207;103;840581
1273;"DEL-BOM";"DEL";"BOM";"2025-11-22";48;"A350";179;1658367;153;437173
1274;"HYD-AMD";"HYD";"AMD";"2025-01-02";76;"A350";286;943614;126;1187826
1275;"MAA-DEL";"MAA";"DEL";"2025-04-13";102;"A350";170;1088304;123;157808
1276;"DEL-CCU";"DEL";"CCU";"2025-07-04";249;"B787";208;737460;102;1126429
